playerID,SUM(b.H),SUM(b.HR),SUM(b.RBI),SUM(P.SO),AVG(P.ERA),inducted
paborch01,612,0,243,0,6.25,N
spaldal01,4291,14,2289,1136,2.3842856884002686,Y
wrighha01,888,16,444,112,3.824999988079071,Y
cummica01,1362,0,642,780,2.611666719118754,Y
bondto01,5181,0,1914,9669,2.9563636671413076,N
galvipu01,9384,85,3740,30702,3.001764746273265,Y
mcveyca01,3476,44,1792,441,4.412499904632568,N
wrighge01,1734,22,660,144,1.125,Y
barnero01,859,6,350,0,20.25,N
whitede01,4132,46,1954,60,4.5,Y
battijo01,878,6,286,12,3.5799999237060547,N
whitewi01,8130,30,3330,31230,2.8549999952316285,N
allisdo01,381,2,140,0,1.7999999523162842,N
wardjo01,14728,182,6069,15640,2.318571465356009,Y
broutda01,4592,212,2592,160,18.53500008583069,Y
richmle01,1572,18,678,3312,3.768333355585734,N
keefeti01,5850,180,2010,38430,2.8579999923706056,Y
kellyki01,12691,483,6650,72,3.3114285469055176,Y
stoveha01,5313,366,2724,112,13.5,N
welchmi01,6396,156,2626,24050,3.7330769025362454,Y
radboch01,6435,99,2849,21960,2.890909097411416,Y
willine01,8113,448,4669,91,6.285714285714286,N
clarkjo01,5616,312,3016,25714,3.0230769102389994,Y
comisch01,4590,87,2649,78,0.75,Y
ewingbu01,9750,426,5298,414,4.2083333532015486,Y
ansonca01,6836,194,4152,27,9,Y
orourji01,5286,124,2406,92,4.634999871253967,Y
dunlafr01,2318,82,732,28,9,N
glassja01,8160,108,3300,60,14.850000023841858,N
mccarto01,8976,264,4410,273,4.945000012715657,Y
odayha01,1240,8,368,5304,3.6437499970197678,Y
tennefr01,60,0,0,84,1.7199999690055847,N
richaha01,3376,140,1644,90,3.375,N
kilroma01,2360,10,1030,11700,4.0160000085830685,N
vanhage01,22788,621,9126,5058,4.866666714350383,N
dennyje01,1286,74,667,15,9,N
gleaski01,69984,540,29628,68448,4.441111087799072,N
rusieam01,4280,80,1760,19340,3.7210000276565554,Y
burkeje01,8550,225,2856,1344,6.356666723887126,Y
nichoki01,7536,256,4448,29888,3.4706249982118607,Y
youngcy01,14329,414,6670,64469,2.7139130416123765,Y
breitte01,3201,44,1386,9779,4.06000000780279,N
davisge01,2660,73,1437,80,15.75,Y
griffcl01,6741,168,3486,21010,3.31333335240682,Y
lowebo01,5787,213,2952,0,9,N
peitzhe01,3351,48,1680,48,7.426666736602783,N
tanneje01,11552,160,4512,30080,3.408125013113022,N
wallabo01,9236,136,4484,3000,3.1550000309944153,Y
frasech01,3525,45,1440,16470,3.455333360036214,N
seymocy01,10338,312,4794,10512,5.4116666714350385,N
bresnro01,3756,78,1590,270,3.3166666825612388,Y
dunnja01,10719,27,4428,5130,6.146666606267293,N
sparktu01,1183,0,533,10114,3.692307710647583,N
wadderu01,2408,56,1162,32424,2.9014285802841187,Y
altroni01,13968,288,3888,71400,4.182222214010027,N
dinnebi01,17082,78,4680,87906,3.173076941416814,N
donovbi01,22590,630,8370,139680,2.8272222214274936,N
leevesa01,2379,26,1014,11011,2.4761538413854747,N
willivi01,3224,13,1092,21463,2.681538435129019,Y
chesbja01,2604,60,984,15180,3.1983333925406137,Y
donlimi01,10256,408,4344,336,3.815000057220459,N
hahnno01,1032,16,416,7336,2.709999978542328,N
mcginjo01,2761,0,990,11748,2.6609091000123457,Y
phillde01,9620,156,4680,48308,3.583076917208158,N
mathech01,6516,126,2970,45036,2.6488888594839306,Y
wagneho01,6830,202,3464,126,0,Y
bradlbi01,8826,198,3312,0,0,N
mcaleji01,1007,12,469,0,0,N
planked01,5627,51,2074,38182,2.3411764537586883,Y
becklja01,2930,86,1575,44,6.75,Y
coaklan01,420,0,60,4280,4.353000020980835,N
jossad01,1062,9,459,8280,1.9155555698606703,Y
bendech01,3888,96,1856,27376,3.4443749859929085,Y
brownmo01,3525,30,1110,20625,2.3700000047683716,Y
falkecy01,1638,14,658,16296,2.8499999897820607,N
camniho01,1104,12,384,10980,2.989166667064031,N
raymobu01,252,0,84,2406,2.7266666293144226,N
walshed01,2940,42,952,24304,2.117857141154153,Y
tennefr02,11155,110,3440,0,4.5,N
adamsba01,61560,855,21375,295260,3.7336842009895728,N
coombja01,18270,280,7000,73640,3.491428562573024,N
johnswa01,11487,504,5355,73689,2.348095241047087,Y
ruckena01,10990,70,3080,85190,2.425,N
chaseha01,4316,114,1882,0,0,N
cranddo01,2783,99,1386,7272,5.069090908223933,N
marquru01,3762,19,1216,30267,3.3931578899684705,Y
woodjo02,54747,2277,32175,124614,3.8654545437205923,N
quinnja01,23808,768,10848,127584,3.377083341280619,N
rudoldi01,3406,52,1456,20436,3.636153844686655,N
alexape01,7938,231,3423,46158,2.9723809900737943,Y
perduhu01,504,0,120,3804,4.148333350817363,N
smithsh01,2475,90,900,6420,7.021999986966451,N
toneyfr01,1534,39,611,9334,3.11000002347506,N
bushjo01,5947,133,2603,25061,4.736315789975618,N
coopewi01,42192,864,15264,180288,3.435000002384186,N
covelst01,2352,14,1134,13734,3.1357142499514987,Y
doakbi01,1955,17,510,17238,3.660588222391465,N
pennohe01,5336,92,2369,28221,4.056086996327275,Y
rixeyep01,6111,63,2331,28350,3.2376190537498113,Y
schaege01,3888,36,1232,0,27,N
hoopeha01,2466,75,817,0,0,Y
lewisdu01,13662,342,7137,99,18,N
faberre01,3400,60,1400,29420,3.2250000059604647,Y
jonessa01,16170,396,6534,80718,3.8336364139210093,N
luquedo01,42660,900,16200,203400,3.2595000326633454,N
oeschjo01,1485,0,615,8025,3.9739999612172445,N
ruthba01,28730,7140,22170,10736,3.6800000190734865,Y
speaktr01,3514,117,1529,0,9,Y
cadorle01,1012,55,495,4895,4.813636302947998,N
ehmkeho01,30240,0,10512,148320,4.3056249767541885,N
maysca01,4656,80,1760,13792,3.1425000056624413,N
meadole01,3417,85,1275,18071,4.762352985494277,N
nehfar01,38016,1584,15048,167112,3.641666683885786,N
ricesa01,5974,68,2156,240,2.475000023841858,Y
sislege01,19684,714,8225,1008,1.189999989100865,Y
vanceda01,2628,126,1350,36810,4.659444464577569,Y
grimebu01,8740,46,3864,34776,3.9530434815779976,Y
scottja01,2431,65,949,8541,4.613076971127437,N
shockur01,10855,65,4550,63895,2.803076909138606,N
kellyge01,1778,148,1020,36,0,Y
ringji01,1440,48,684,10020,4.299999992052714,N
cobbty01,8378,234,3874,0,2.25,Y
haineje01,3971,57,1501,18639,3.639473689229865,Y
hoytwa01,6375,0,2500,30150,3.770400018692017,Y
sherdbi01,32742,1377,13158,128367,3.621764701955459,N
veachbo01,2063,64,1166,0,4.5,N
zachato01,12192,288,5376,34560,6.184166630109151,N
kerrdi01,2640,0,924,10340,4.0299999713897705,N
odoulle01,45600,4520,21680,2280,4.329999923706055,N
schacal01,120,0,48,456,3.9133334159851074,N
uhlege01,22401,513,10659,64695,6.015789496271234,N
rommeed01,17056,104,6136,62296,3.6223077223851132,N
dyered01,210,12,78,378,7.478333353996277,N
dykesji01,24816,1188,11781,0,4.5,N
fonsele01,5375,155,2425,0,0,N
pikeli01,637,20,332,NULL,NULL,N
remseja01,574,8,199,NULL,NULL,N
flintsi01,687,21,295,NULL,NULL,N
bennech01,978,55,533,NULL,NULL,N
connoro01,2467,138,1322,NULL,NULL,Y
hanlone01,1317,30,517,NULL,NULL,Y
lathaar01,5499,81,1689,NULL,NULL,N
mcphebi01,2250,53,1067,NULL,NULL,Y
zimmech01,1224,26,625,NULL,NULL,N
thompsa01,1979,127,1299,NULL,NULL,Y
mackco01,659,5,265,NULL,NULL,Y
robinwi01,1388,18,722,NULL,NULL,Y
crossla01,5290,94,2742,NULL,NULL,N
delahed01,2596,101,1464,NULL,NULL,Y
duffyhu01,2282,106,1302,NULL,NULL,Y
hamilbi01,2158,40,736,NULL,NULL,Y
doyleja01,1806,26,968,NULL,NULL,N
longhe01,12762,546,6330,NULL,NULL,N
dahlebi01,4914,168,2466,NULL,NULL,N
jennihu01,1527,18,840,NULL,NULL,Y
kellejo01,2220,65,1194,NULL,NULL,Y
mcgrajo01,1309,13,462,NULL,NULL,Y
keelewi01,2932,33,810,NULL,NULL,Y
irwinch01,1962,32,976,NULL,NULL,N
langebi01,2110,78,1156,NULL,NULL,N
clarkfr01,2672,67,1015,NULL,NULL,Y
colliji01,1999,65,983,NULL,NULL,Y
davisha01,3682,150,1902,NULL,NULL,N
bergema01,1017,30,528,NULL,NULL,N
crigelo01,4254,66,2052,NULL,NULL,N
jonesfi01,9600,105,3155,NULL,NULL,N
lajoina01,3242,83,1599,NULL,NULL,Y
ritchcl01,1618,18,673,NULL,NULL,N
schreos01,2487,27,1014,NULL,NULL,N
sheckji01,6252,168,2439,NULL,NULL,N
chancfr01,1273,20,596,NULL,NULL,Y
elberki01,6175,50,2675,NULL,NULL,N
flickel01,1752,48,756,NULL,NULL,Y
leachto01,4286,126,1620,NULL,NULL,N
steinha01,4728,81,2286,NULL,NULL,N
beaumgi01,7036,156,2468,NULL,NULL,N
crawfsa01,2961,97,1525,NULL,NULL,Y
sullibi03,2331,63,1134,NULL,NULL,N
klingjo01,10359,180,4617,NULL,NULL,N
murphda02,3126,88,1404,NULL,NULL,N
conrowi01,1257,22,452,NULL,NULL,N
jordati01,474,32,232,NULL,NULL,N
mcleala01,694,6,298,NULL,NULL,N
moranpa01,2472,72,1048,NULL,NULL,N
turnete01,1499,8,528,NULL,NULL,N
dooinre01,1922,20,688,NULL,NULL,N
eversjo01,1659,12,538,NULL,NULL,Y
tinkejo01,1687,31,782,NULL,NULL,Y
loberha01,5008,128,1928,NULL,NULL,N
stahlja01,1788,62,874,NULL,NULL,N
archeji01,1980,48,888,NULL,NULL,N
huggimi01,1474,9,318,NULL,NULL,Y
mageesh01,17352,664,9408,NULL,NULL,N
olearch01,2193,9,639,NULL,NULL,N
schulfr01,1766,92,792,NULL,NULL,N
streega01,936,6,315,NULL,NULL,N
granted01,4220,25,1385,NULL,NULL,N
hinchbi01,793,20,369,NULL,NULL,N
knabeot01,2206,16,730,NULL,NULL,N
rickebr01,82,3,39,NULL,NULL,Y
carribi02,2024,24,940,NULL,NULL,N
collied01,3315,47,1300,NULL,NULL,Y
murrare01,2340,74,1158,NULL,NULL,N
thomair01,327,3,155,NULL,NULL,N
doylela01,5661,222,2379,NULL,NULL,N
mckecbi01,713,8,240,NULL,NULL,Y
milancl01,14700,119,4319,NULL,NULL,N
paskedo01,1613,42,577,NULL,NULL,N
sweenbi02,1004,11,389,NULL,NULL,N
bakerfr01,1838,96,987,NULL,NULL,Y
barryja01,2018,20,858,NULL,NULL,N
bushdo01,10824,54,2616,NULL,NULL,N
cravaga01,5670,595,3595,NULL,NULL,N
herzobu01,1370,20,445,NULL,NULL,N
jacksjo01,3544,108,1570,NULL,NULL,N
austiji01,1328,13,390,NULL,NULL,N
fletcar01,12272,256,5400,NULL,NULL,N
killebi01,751,4,240,NULL,NULL,N
mcinnst01,16835,140,7441,NULL,NULL,N
milledo02,1526,32,715,NULL,NULL,N
wheatza01,2884,132,1248,NULL,NULL,Y
yerkest02,676,6,254,NULL,NULL,N
careyma01,2665,70,800,NULL,NULL,Y
collish01,1687,22,709,NULL,NULL,N
daubeja01,13956,336,4332,NULL,NULL,N
fosteed02,1490,6,451,NULL,NULL,N
gowdyha01,12546,357,5474,NULL,NULL,N
peckiro01,16884,432,6660,NULL,NULL,N
bodiepi01,2022,86,1032,NULL,NULL,N
burnsge01,10385,205,3055,NULL,NULL,N
oneilst01,8813,91,3759,NULL,NULL,N
severha01,1245,17,539,NULL,NULL,N
chapmra01,1053,17,364,NULL,NULL,N
gonzami01,3585,65,1315,NULL,NULL,N
grohhe01,14192,208,4528,NULL,NULL,N
maranra01,2605,28,884,NULL,NULL,Y
roberda01,812,47,364,NULL,NULL,N
schalra01,1345,11,594,NULL,NULL,Y
stengca01,1219,60,535,NULL,NULL,Y
willicy01,25753,3263,13065,NULL,NULL,N
hargrbu01,2358,87,1128,NULL,NULL,N
pippwa01,1941,90,998,NULL,NULL,N
roushed01,2376,68,981,NULL,NULL,Y
schanwa01,7530,295,3550,NULL,NULL,N
southbi01,1296,52,561,NULL,NULL,Y
cruiswa01,644,30,272,NULL,NULL,N
heilmha01,2660,183,1539,NULL,NULL,Y
scottev01,20370,280,7714,NULL,NULL,N
wambsbi01,8154,42,3120,NULL,NULL,N
bancrda01,2004,32,591,NULL,NULL,Y
hornsro01,2930,301,1584,NULL,NULL,Y
judgejo01,16464,497,7238,NULL,NULL,N
ofarrbo01,3360,153,1647,NULL,NULL,N
perkicy01,933,30,409,NULL,NULL,N
ruelmu01,12420,40,5340,NULL,NULL,N
willike01,3104,392,1826,NULL,NULL,N
bigbeca01,1205,17,324,NULL,NULL,N
grimmch01,27588,948,12936,NULL,NULL,N
milleha01,387,38,205,NULL,NULL,N
wittwh01,1195,18,302,NULL,NULL,N
duganjo01,10612,294,3997,NULL,NULL,N
youngro01,1491,42,592,NULL,NULL,Y
mostijo01,2108,46,752,NULL,NULL,N
friscfr01,2880,105,1244,NULL,NULL,Y
harribu01,1297,9,506,NULL,NULL,Y
smithea02,1372,92,710,NULL,NULL,N
mcmanma01,3852,240,1998,NULL,NULL,N
meusebo01,18623,1716,11748,NULL,NULL,N
seweljo01,2226,49,1055,NULL,NULL,Y
traynpi01,2416,58,1273,NULL,NULL,Y
bluelu01,1696,44,695,NULL,NULL,N
cuyleki01,2299,128,1065,NULL,NULL,Y
gosligo01,2735,248,1609,NULL,NULL,Y
millebi02,3868,232,1984,NULL,NULL,N
sewellu01,5572,80,2784,NULL,NULL,N
stephri01,6060,252,3092,NULL,NULL,N
adamssp01,3176,18,788,NULL,NULL,N
bladera01,1452,100,680,NULL,NULL,N
bluegos01,10506,258,5088,NULL,NULL,N
bottoji01,2313,219,1422,NULL,NULL,Y
ensje01,54,1,24,NULL,NULL,N
pruethu01,1260,0,420,12495,4.531428609575544,N
bentola01,1830,30,630,10050,4.604666646321615,N
bushgu01,2574,0,936,15300,4.011666668785943,N
ellioju01,748,44,407,4983,7.521818161010742,N
lucasre01,18180,135,8550,28896,3.5553333600362143,N
lyonste01,7644,105,3129,22533,3.7552380788893926,Y
marbefi01,9600,75,4875,61650,3.43066668510437,N
rootch01,19992,1122,9486,148818,3.78529411203721,N
walberu01,5184,128,2688,34720,4.61437501013279,N
whiteea01,17952,272,6664,91800,4.387646969626932,N
kremera01,2440,100,1380,10320,4.3850000381469725,N
ruffire01,11983,828,6279,45701,4.017826101054316,Y
fitzsfr01,32340,1960,14420,121800,4.156499993801117,N
grovele01,3434,255,2057,38522,3.264117619570564,Y
hallabi01,4680,104,1664,44512,4.31384616631728,N
crowdal01,4592,0,1652,22372,4.585000055176871,N
ferrewe01,33558,3876,21216,100470,5.955294146257288,N
earnsge01,8910,165,3850,55110,5.028181812979958,N
hardeme01,51740,1040,24180,301600,4.062500011920929,N
hubbeca01,3936,64,1616,26832,3.1362499818205833,Y
newsobo01,95381,377,38454,784914,4.087241337217134,N
wyattwh01,2261,119,1173,14824,4.54058825268465,N
bridgto01,20272,0,8064,187488,3.7206249833106995,N
deandi01,1932,96,912,13956,3.9366666674613953,Y
gomezle01,1862,0,812,20552,3.9285714626312256,Y
warnelo01,17200,320,7760,91200,5.138125017285347,N
derripa01,24640,224,11424,168784,3.531249985098839,N
mungova01,9744,0,4144,69552,3.566428576196943,N
schumha02,16471,1365,9282,82446,3.9630769399496226,N
allenjo02,1860,60,960,16050,3.765333350499471,N
pearsmo01,1170,20,620,7030,4.6089999914169315,N
sewelri01,5928,234,2301,24804,4.256153858624971,N
leonadu02,24780,0,9660,163800,3.3175000309944154,N
rowesc01,15296,1152,9792,58432,3.94062502682209,N
daviscu01,2475,165,1215,10260,4.25,N
martipe01,36810,1770,15030,0,2.25,N
waltebu01,121635,5865,59670,348705,3.512352971469655,N
kressre01,5816,356,3196,204,12.490000247955322,N
mulcahu01,576,0,189,2826,4.288888904783461,N
fellebo01,3474,144,1782,46458,3.3822221888436212,Y
chandsp01,6050,495,2475,33770,3.202727285298434,N
tobinji01,1830,170,1020,4980,3.4949999809265138,N
turneji01,870,10,220,3290,3.884000062942505,N
vandejo01,18928,182,4732,235508,4.705384621253381,N
coopemo01,6604,312,3536,47476,3.040769228568444,N
cramedo01,13525,185,4210,100,4.5,N
roepr01,4896,72,2016,68832,4.5091666380564375,N
foxxji01,5292,1068,3844,231,0.7950000166893005,Y
hutchfr01,3420,80,1660,13002,3.810000014305115,N
moorete01,10544,640,4104,88,0,N
newhoha01,3417,34,1377,30532,3.371764715980081,Y
troutdi01,3280,320,1760,20096,8.399999991059303,N
gelbech01,3064,68,1400,44,9,N
chapmbe01,15664,720,7816,2470,4.1600000858306885,N
grantge01,1508,105,712,NULL,NULL,N
hartnga01,1912,236,1179,NULL,NULL,Y
jackstr01,1768,135,929,NULL,NULL,Y
bergmo01,882,12,412,NULL,NULL,N
gehrilo01,2721,493,1995,NULL,NULL,Y
kammwi01,3286,58,1652,NULL,NULL,N
leachfr01,2294,144,1018,NULL,NULL,N
manushe01,2524,110,1183,NULL,NULL,Y
terrybi01,2193,154,1078,NULL,NULL,Y
wilsoha01,1461,244,1063,NULL,NULL,Y
wilsoji01,16296,384,7452,NULL,NULL,N
bishoma01,4864,164,1516,NULL,NULL,N
combsea01,1866,58,632,NULL,NULL,Y
critzhu01,1591,38,531,NULL,NULL,N
gehrich01,2839,184,1427,NULL,NULL,Y
hafeych01,1466,164,833,NULL,NULL,Y
lindsfr01,1747,103,779,NULL,NULL,Y
simmoal01,2927,307,1827,NULL,NULL,Y
theveto01,1030,2,456,NULL,NULL,N
wrighgl01,14628,1128,8676,NULL,NULL,N
berrych02,1078,46,512,NULL,NULL,N
cochrmi01,1652,119,832,NULL,NULL,Y
durocle01,1320,24,567,NULL,NULL,Y
haasmu01,5028,172,1984,NULL,NULL,N
myerbu01,2131,38,850,NULL,NULL,N
cronijo01,2285,170,1424,NULL,NULL,Y
hermaba01,21816,2172,11964,NULL,NULL,N
lazzeto01,1840,178,1191,NULL,NULL,Y
ottme01,2876,511,1860,NULL,NULL,Y
sukefcl01,326,2,96,NULL,NULL,N
wanerpa01,3152,113,1309,NULL,NULL,Y
bartedi01,8660,316,2840,NULL,NULL,N
boleyjo01,478,7,227,NULL,NULL,N
wanerll01,2459,27,598,NULL,NULL,Y
westsa01,1838,75,838,NULL,NULL,N
cissebi01,990,29,423,NULL,NULL,N
davissp01,2624,154,1294,NULL,NULL,N
dickebi01,1969,202,1209,NULL,NULL,Y
kleinch01,2076,300,1201,NULL,NULL,Y
lopezal01,1547,51,652,NULL,NULL,Y
mancugu01,1194,53,543,NULL,NULL,N
averiea01,2019,238,1164,NULL,NULL,Y
ferreri01,1692,28,734,NULL,NULL,Y
applilu01,2749,45,1116,NULL,NULL,Y
bergewa01,3100,484,1796,NULL,NULL,N
cuccito01,3458,188,1768,NULL,NULL,N
greenha01,1628,331,1276,NULL,NULL,Y
higgipi01,7764,560,4300,NULL,NULL,N
kuheljo01,2212,131,1049,NULL,NULL,N
moorejo02,1615,79,513,NULL,NULL,N
suhrgu01,4338,252,2454,NULL,NULL,N
werbebi01,5452,312,2156,NULL,NULL,N
hermabi01,2345,47,839,NULL,NULL,Y
jurgebi01,3226,86,1312,NULL,NULL,N
lombaer01,1792,190,990,NULL,NULL,Y
rolfere01,11152,552,3976,NULL,NULL,N
walkedi02,8256,420,4092,NULL,NULL,N
crosefr01,9246,588,3894,NULL,NULL,N
hackst01,15351,399,4494,NULL,NULL,N
medwijo01,2471,205,1383,NULL,NULL,Y
vaughar01,2103,96,926,NULL,NULL,Y
camildo01,5928,956,3800,NULL,NULL,N
danniha01,1694,114,794,NULL,NULL,N
johnsbo01,4102,576,2566,NULL,NULL,N
whitebu01,883,17,245,NULL,NULL,N
youngpe01,645,32,347,NULL,NULL,N
cavarph01,27678,1330,12880,NULL,NULL,N
conlajo01,96,0,31,NULL,NULL,Y
galanau01,3412,200,1660,NULL,NULL,N
lavagco01,1890,80,972,NULL,NULL,N
mccorfr01,6844,512,3804,NULL,NULL,N
selkige01,4860,648,3456,NULL,NULL,N
yorkru01,3242,554,2304,NULL,NULL,N
moseswa01,12828,534,4074,NULL,NULL,N
alstowa01,0,0,0,NULL,NULL,Y
dimagjo01,2214,361,1537,NULL,NULL,Y
mizejo01,2011,359,1337,NULL,NULL,Y
nichobi01,1484,235,948,NULL,NULL,N
tebbebi01,2000,76,938,NULL,NULL,N
casege01,5660,84,1508,NULL,NULL,N
doerrbo01,2042,223,1247,NULL,NULL,Y
henrito01,12970,1830,7950,NULL,NULL,N
keltnke01,3140,326,1704,NULL,NULL,N
boudrlo01,1779,68,789,NULL,NULL,Y
chapmsa01,1329,180,773,NULL,NULL,N
gordojo01,1530,253,975,NULL,NULL,Y
slaugen01,2383,169,1304,NULL,NULL,Y
elliobo01,6183,510,3585,NULL,NULL,N
gustifr01,1214,38,480,NULL,NULL,N
kellech01,11935,2079,8360,NULL,NULL,N
sistisi01,732,27,260,NULL,NULL,N
vernomi01,39920,2752,20976,NULL,NULL,N
wynnea01,8395,391,3979,53682,3.5708695961081465,Y
brechha01,10836,168,3696,75684,2.7041666309038797,N
groveor01,960,20,380,7480,9.597999978065491,N
willite01,2654,521,1839,19,4.5,Y
gromest01,2232,0,720,16272,3.9550000031789145,N
truckvi01,3249,38,1330,29146,3.6099999829342493,N
whiteha01,481,0,91,4537,5.076153755187988,N
blackew01,2541,33,726,27687,3.8590909405188127,N
reynoal01,27300,195,15405,277485,3.0707692366379957,N
sainjo01,24700,390,13130,118300,3.9338461619157057,N
spahnwa01,7986,770,4158,56826,3.2777272679589013,Y
lopated01,12155,325,5005,55835,3.2815384681408224,N
houttar01,1386,28,518,8946,5.850714223725455,N
maglisa01,2128,56,812,24136,3.3171428612300327,N
piercbi02,18270,0,6210,179910,3.334999998410543,N
grissma01,253,0,66,5049,5.369999972256747,N
kindeel01,819,13,429,9737,2.988461503615746,N
kuzavbo01,330,15,150,6690,4.5893332958221436,N
lemonbo01,3562,481,1911,19155,3.424615364808303,Y
raschvi01,11088,99,4950,93456,5.465454556725242,N
hearnji01,2156,252,1008,18732,4.417857153075082,N
simmocu01,8924,46,3496,78062,4.2082608990047286,N
erskica01,8832,96,2976,94176,4.321666677792867,N
garvene01,2700,105,1080,13215,3.768000014623006,N
paigesa01,72,0,24,1728,2.818333307902018,Y
portebo01,1520,96,688,9152,5.257499948143959,N
roberro01,5355,105,2163,49497,3.555714272317432,Y
martimo01,364,0,91,3185,5.960000019807082,N
newcodo01,45696,2880,20736,216768,4.018333375453949,N
shantbo01,10165,95,4370,101840,3.5063157959988245,N
burdele01,58275,3780,23625,338310,4.069047632671538,N
fordwh01,2832,48,1104,31296,2.672500006854534,Y
lawve01,21392,1232,10080,122304,3.9693749994039536,N
haddiha01,25350,600,9600,236250,3.6526666482289634,N
musiast01,3630,475,1951,0,0,Y
wilheho01,988,26,546,41860,3.253076915557568,Y
darkal01,33424,2016,12112,0,18,N
facero01,7905,0,1785,223635,3.158235290471245,N
larsedo01,36720,3570,18360,216495,4.144705842523014,N
podrejo01,6960,96,2400,68880,4.312499955296516,N
lasorto01,3,0,0,111,8.21666669845581,Y
pascuca02,7524,190,3078,82346,4.05157891072725,N
bunniji01,3834,126,1350,51390,3.5655555725097656,Y
koufasa01,900,24,336,28752,3.141666680574417,Y
mcdanli01,2464,132,748,59884,3.6618181575428355,N
ramospe01,1853,255,952,22185,4.541176445343915,N
drysddo01,3052,406,1582,34804,3.047142880303519,Y
mcmahdo02,529,0,207,23069,3.080869576205378,N
millebo04,759,0,184,20585,3.4773912896280703,N
osteecl01,8280,320,3040,64480,3.4949999928474424,N
pappami01,2508,380,1273,32832,3.468947360390111,N
pizarju01,2926,176,1452,33484,4.029545453461734,N
colavro01,6920,1496,4636,64,0,N
grantmu01,2430,108,1170,22806,3.605555514494578,N
coopewa01,13410,1730,8120,NULL,NULL,N
dimagdo01,15120,783,5562,NULL,NULL,N
marioma01,20272,504,8736,NULL,NULL,N
reesepe01,2170,126,885,NULL,NULL,Y
reisepe01,1572,116,736,NULL,NULL,N
valoel01,1420,58,601,NULL,NULL,N
walkeha01,786,10,214,NULL,NULL,N
coxbi02,974,66,351,NULL,NULL,N
edwarha01,613,51,276,NULL,NULL,N
heganji01,2174,184,1050,NULL,NULL,N
rizzuph01,1588,38,563,NULL,NULL,Y
sauerha01,1278,288,876,NULL,NULL,N
holmeto01,3014,176,1162,NULL,NULL,N
northro01,874,108,513,NULL,NULL,N
peskyjo01,1455,17,404,NULL,NULL,N
hodgegi01,28815,5550,19110,NULL,NULL,N
kellge01,2054,78,870,NULL,NULL,Y
pafkoan01,3592,426,1952,NULL,NULL,N
stanked01,1154,29,364,NULL,NULL,N
miksied01,722,44,228,NULL,NULL,N
lockmwh01,1658,114,563,NULL,NULL,N
ricede01,908,79,441,NULL,NULL,N
schoere01,2449,84,773,NULL,NULL,Y
adamsbo03,1082,37,303,NULL,NULL,N
berrayo01,2150,358,1430,NULL,NULL,Y
ennisde01,4126,576,2568,NULL,NULL,N
furilca01,9550,960,5290,NULL,NULL,N
hattogr01,2136,182,1066,NULL,NULL,N
kinerra01,1451,369,1015,NULL,NULL,Y
thomsbo01,25575,3960,15390,NULL,NULL,N
brownwi02,12,1,6,NULL,NULL,Y
dobyla01,1515,253,970,NULL,NULL,Y
foxne01,2663,35,790,NULL,NULL,Y
kluszte01,26490,4185,15420,NULL,NULL,N
robinja02,1518,137,734,NULL,NULL,Y
snidedu01,2116,407,1333,NULL,NULL,Y
torgeea01,1318,149,740,NULL,NULL,N
wertzvi01,15228,2394,10602,NULL,NULL,N
westrwe01,503,96,315,NULL,NULL,N
ashburi01,2574,29,586,NULL,NULL,Y
bauerha01,2848,328,1406,NULL,NULL,N
camparo01,1161,242,856,NULL,NULL,Y
smallro01,601,61,305,NULL,NULL,N
burgesm01,2636,252,1346,NULL,NULL,N
crandde01,5104,716,2628,NULL,NULL,N
dropowa01,1113,152,704,NULL,NULL,N
hemusso01,736,51,263,NULL,NULL,N
irvinmo01,731,99,443,NULL,NULL,Y
minosmi01,29445,2790,15345,NULL,NULL,N
sievero01,3406,636,2294,NULL,NULL,N
carrach01,1199,55,474,NULL,NULL,N
jenseja01,8778,1194,5574,NULL,NULL,N
martibi02,877,64,333,NULL,NULL,N
courtcl01,750,38,313,NULL,NULL,N
mantlmi01,2415,536,1509,NULL,NULL,Y
mayswi01,3283,660,1903,NULL,NULL,Y
mcdougi01,11619,1008,5184,NULL,NULL,N
mcmilro01,4917,204,1782,NULL,NULL,N
willidi02,768,70,331,NULL,NULL,Y
groatdi01,12828,234,4242,NULL,NULL,N
kuennha01,31380,1305,10065,NULL,NULL,N
matheed01,2315,512,1453,NULL,NULL,Y
bankser01,2583,512,1636,NULL,NULL,Y
brutobi01,1651,94,545,NULL,NULL,N
kalinal01,3007,399,1583,NULL,NULL,Y
aaronha01,3771,755,2297,NULL,NULL,Y
killeha01,2086,573,1584,NULL,NULL,Y
moonwa01,1399,142,661,NULL,NULL,N
powervi01,3432,252,1316,NULL,NULL,N
boyercl02,2792,324,1308,NULL,NULL,N
boyerke01,32145,4230,17115,NULL,NULL,N
clemero01,3000,240,1305,NULL,NULL,Y
howarel01,22065,2505,11430,NULL,NULL,N
richabo01,4296,102,1170,NULL,NULL,N
robinbr01,2848,268,1357,NULL,NULL,Y
virdobi01,3192,182,1004,NULL,NULL,N
aparilu01,2677,83,791,NULL,NULL,Y
floodcu01,27915,1275,9540,NULL,NULL,N
herzowh01,414,25,172,NULL,NULL,Y
mazerbi01,2016,138,853,NULL,NULL,Y
robinfr02,2943,586,1812,NULL,NULL,Y
marisro01,19875,4125,12765,NULL,NULL,N
